name	age	height_cm	weight_kgs	positions	nationality	overall_rating	potential	preferred_foot	international_reputation(1-5)	weak_foot(1-5)	skill_moves(1-5)
P. Paye	28	170.18	64.9	RB,LB	France	66	66	Right	1	3	2
M. Busellato	25	175.26	73	CM,CDM	Italy	66	67	Right	1	3	3
C. Donaldson	35	185.42	79.8	ST	Jamaica	66	66	Right	1	3	2
J. Elsey	25	187.96	79.8	CB,RB	Australia	66	69	Right	1	3	2
A. Faltsetas	31	154.94	78.9	CM,CDM	Sweden	66	66	Right	1	3	2
O. Mendoza	30	172.72	72.1	RB	Mexico	66	66	Right	1	3	2
K. Vincent-Young	22	154.94	69.9	LB,LWB	England	66	75	Right	1	4	2
C. Conway	33	170.18	67.1	LM,RM	Scotland	66	66	Right	1	3	3
S. Yahaya	29	175.26	69.9	CDM,CM	Ghana	66	66	Right	1	3	2
K. Wagner	22	182.88	78	LB,LWB,LM	Germany	66	71	Left	1	3	2
A. Keita	26	182.88	78.9	ST	Guinea	66	68	Right	1	3	3
R. Lange	30	152.4	76.2	LB,CB,CDM,LM	Germany	66	66	Left	1	3	3
C. Capone	19	182.88	74.8	LW	Italy	66	82	Right	1	3	3
T. YalÃ§Ä±ner	32	152.4	69.9	CDM,CM	Turkey	66	66	Left	1	3	3
S. Gannon	27	182.88	67.1	RB	Republic of Ireland	66	67	Right	1	3	2
J. Riedel	27	182.88	76.2	CB	Germany	66	68	Right	1	5	2
M. SÃ¡nchez	31	172.72	71.2	CDM,CM	Argentina	66	66	Right	1	3	3
Wang Yongpo	32	152.4	71.2	CM,CAM	China PR	66	66	Right	1	3	3
J. Pierazzi	33	185.42	74.8	CDM,CM	France	66	66	Right	1	3	2
P. McGowan	31	170.18	64.9	CM,CAM	Scotland	66	66	Right	1	3	3
H. Iikura	32	154.94	74.8	GK	Japan	66	66	Right	1	2	1
M. El-Shenawy	30	190.5	86.2	GK	Egypt	66	67	Right	1	2	1
F. Banguero	30	182.88	73.9	LB	Colombia	66	66	Left	1	3	2
S. Jakubiak	25	175.26	67.1	CDM	Germany	66	70	Right	1	3	3
Fran RodrÃ­guez	23	175.26	68	RB,RM	Spain	66	72	Right	1	3	2
C. Doyle	33	195.58	92.1	GK	Republic of Ireland	66	66	Right	1	3	1
C. Gakpo	19	187.96	76.2	LW	Netherlands	66	80	Right	1	3	3
M. Boadu	18	154.94	64.9	ST	Netherlands	66	85	Right	1	4	3
P. Mpanzu	24	175.26	71.2	CM	England	66	71	Right	1	4	3
S. Carruthers	25	172.72	69.9	CAM,CDM	Republic of Ireland	66	69	Right	1	3	3
A. Acosta	31	170.18	71.2	LB	Mexico	66	66	Left	1	4	3
RÃºben Lameiras	24	175.26	69.9	RM,LM,CAM	Portugal	66	72	Left	1	3	4
Bruno Nunes	28	187.96	74.8	ST	Brazil	66	66	Right	1	3	2
B. SÃ¦varsson	34	187.96	73.9	RB	Iceland	66	66	Right	1	3	2
K. Endo	21	175.26	66.2	RM,LW,RW	Japan	66	74	Right	1	4	3
D. Asprilla	26	154.94	74.8	RM,ST	Colombia	66	67	Right	1	3	3
N. NÃ¦ss	26	182.88	82.1	CB	Norway	66	69	Right	1	3	2
C. Dorda	30	182.88	79.8	LB	Germany	66	66	Left	1	3	2
L. Kelly	29	187.96	88	CDM,CM	Scotland	66	66	Right	1	3	2
S. Fischer	30	182.88	81.2	CB	Netherlands	66	66	Right	1	3	2
Diogo Costa	19	187.96	81.2	GK	Portugal	66	82	Right	1	2	1
Cristo GonzÃ¡lez	21	152.4	73.9	ST,LM,CAM	Spain	66	78	Right	1	2	3
R. Dekker	23	175.26	64.9	CM	Netherlands	66	71	Right	1	4	3
J. Baldwin	25	185.42	69.9	CB	England	66	71	Right	1	3	2
G. Kharaishvili	22	182.88	73	LW,CF	Georgia	66	74	Right	1	3	3
T. Agyepong	23	170.18	73	LM,RM	Ghana	66	73	Right	1	3	4
E. ResÃ©ndez	23	185.42	72.1	GK	Mexico	66	74	Right	1	3	1
R. Nyambe	21	182.88	76.2	RB	Namibia	66	78	Right	1	3	2
N. Vergos	23	182.88	77.1	ST,CF	Greece	66	75	Right	1	4	2
D. BiÄÃ­k	37	193.04	91.2	GK	Czech Republic	66	66	Right	1	2	1
S. Petkov	23	185.42	78.9	ST	Bulgaria	66	73	Right	1	3	3
C. Ezeh	21	185.42	68.9	RW	Nigeria	66	74	Right	1	3	3
R. O'Donovan	33	152.4	64	ST	Republic of Ireland	66	66	Right	1	3	2
J. Gammelby	24	193.04	79.8	RB	Denmark	66	71	Right	1	4	3
D. Drescher	29	190.5	84.8	CB	Austria	66	66	Left	1	3	2
Ander Guevara	21	154.94	73	CM	Spain	66	76	Right	1	3	3
J. Valadez	23	152.4	76.2	CB	Mexico	66	70	Right	1	2	2
R. Rebolledo	21	170.18	63	RB,LB	Chile	66	70	Right	1	2	3
L. Escorcia	22	185.42	76.2	CB	Colombia	66	76	Right	1	2	2
J. Jach	25	193.04	81.2	CB	Poland	66	73	Left	1	2	2
M. Hofmann	25	182.88	69.9	CB	Austria	66	69	Right	1	3	2
G. Hubert	25	198.12	88	GK	Belgium	66	70	Right	1	2	1
D. Palacios	19	170.18	67.1	LB	Ecuador	66	75	Left	1	2	3
M. Fofana	21	185.42	74.8	CDM,CB	Mali	66	81	Right	1	4	2
C. Carrillo	26	152.4	64.9	CDM	Colombia	66	71	Right	1	2	2
B. Garuccio	23	175.26	69.9	LB,LWB	Australia	66	73	Left	1	3	3
Alberto Soro	20	172.72	63	CAM,ST,CF,LM	Spain	66	80	Left	1	3	3
C. Dawson	23	193.04	68.9	GK	England	66	74	Right	1	3	1
U. Jenssen	22	185.42	82.1	CB,LB,CDM	Norway	66	76	Left	1	3	2
N. Douchez	38	185.42	81.2	GK	France	66	66	Right	2	3	1
Yang Cheng	33	185.42	77.1	GK	China PR	66	66	Right	1	1	1
L. Romo	23	182.88	83.9	CB	Mexico	66	74	Right	1	3	2
S. Al Muwallad	28	182.88	78.9	RB,RM	Saudi Arabia	66	67	Right	1	3	2
A. Al Faraj	30	172.72	68	CDM,LB,CM,RB	Saudi Arabia	66	66	Right	1	4	3
J. GonzÃ¡lez	26	152.4	73	RB,CB	Paraguay	66	69	Right	1	2	2
M. MÃ¼ldÃ¼r	19	185.42	74.8	RB,CB	Turkey	66	76	Right	1	4	2
P. Sisniega	23	193.04	78.9	GK	Mexico	66	73	Right	1	2	1
E. Caicedo	23	185.42	78.9	CB	Colombia	66	74	Left	1	3	2
J. Horn	31	187.96	83	CB	Norway	66	66	Right	1	3	2
E. Boldewijn	26	185.42	76.2	RM,LM	Netherlands	66	67	Right	1	4	3
P. Ochs	21	175.26	74.8	LM,ST,LB	Germany	66	81	Left	1	3	3
G. Pacheco	29	154.94	76.2	RB	Chile	66	66	Right	1	2	2
D. van Bruggen	22	182.88	81.2	CB,CDM	Netherlands	66	73	Right	1	3	2
E. Palmer-Brown	21	185.42	78.9	CB	United States	66	77	Right	1	2	2
J. Ãvila	27	187.96	88	CB	Colombia	66	69	Right	1	3	2
D. Samuel	24	182.88	68.9	ST,RM	England	66	71	Right	1	3	3
L. Burnet	28	170.18	64.9	LB	Netherlands	66	66	Left	1	2	3
R. Seuntjens	29	193.04	93	CM,CAM,ST	Netherlands	66	66	Right	1	3	2
L. Akins	30	152.4	78.9	RB,RM,ST	England	66	66	Right	1	3	3
M. Hughes	32	187.96	83	CB	England	66	66	Right	1	3	2
M. Campos	29	152.4	76.2	LM,LB	Chile	66	66	Left	1	2	2
T. Leugers	28	182.88	77.1	CDM,CM	Germany	66	67	Left	1	3	2
L. Garbutt	25	152.4	73	LB,LWB	England	66	70	Left	1	3	3
O. Cissokho	32	175.26	68	LM	Senegal	66	66	Left	1	4	3
S. Sasaki	29	175.26	69.9	LB,CB	Japan	66	66	Left	1	3	3
H. Shipp	27	175.26	66.2	LM,RM,CAM	United States	66	66	Right	1	3	3
Augusto	31	154.94	79.8	CDM	Portugal	66	66	Left	1	3	2
A. Ndengane	32	185.42	77.1	CB,CDM,RB	South Africa	66	66	Right	1	3	2
L. Badiashile	21	185.42	79.8	GK	France	66	74	Right	1	3	1
P. Dziczek	21	152.4	69.9	CDM	Poland	66	74	Right	1	2	2
Y. Abe	37	152.4	77.1	CDM,CB,CM	Japan	66	66	Right	1	3	2
L. Cabrera	25	167.64	73	CDM,CM	Chile	66	70	Right	1	2	3
K. PrÃ¶ger	26	152.4	73	RM,ST	Germany	66	67	Right	1	3	3
T. Kadewere	23	182.88	72.1	ST	Zimbabwe	66	74	Right	1	3	3
B. Potts	24	187.96	81.2	RM,CM	England	66	71	Right	1	2	3
R. Niemeijer	23	152.4	71.2	CAM,CM	Netherlands	66	71	Right	1	3	3
A. Angulo	21	172.72	68	LB	Colombia	66	76	Left	1	2	2
N. Tripichio	23	175.26	60.8	RB	Argentina	66	74	Right	1	3	2
R. Crivello	27	154.94	76.2	LB,LM	Italy	66	66	Left	1	2	2
S. Nijland	30	187.96	81.2	CAM,ST	Netherlands	66	66	Right	1	4	3
G. Berthier	23	152.4	63	LM,RM	France	66	75	Left	1	2	3
Hwang Seok Ho	29	182.88	74.8	CB	Korea Republic	66	66	Right	1	3	2
A. Grant	25	190.5	88	CB	Australia	66	70	Left	1	3	2
A. Lamas	35	187.96	82.1	CB	Uruguay	66	66	Left	1	2	2
Chuca	21	154.94	74.8	CM,RM	Spain	66	75	Right	1	3	3
D. Frick	28	187.96	83.9	CDM,CB	Germany	66	67	Right	1	4	2
R. Matsuda	27	170.18	68.9	RB	Japan	66	66	Right	1	2	2
Park Han Bin	21	182.88	74.8	CM,CDM	Korea Republic	66	78	Right	1	3	2
M. Dittgen	24	182.88	77.1	LM,LB,CM	Germany	66	69	Left	1	3	3
L. Hutten	28	154.94	72.1	CAM,CM,LW	Netherlands	66	66	Right	1	4	3
E. Owusu	21	182.88	72.1	CDM,CM	France	66	80	Right	1	3	2
E. Diaw	24	193.04	84.8	CB	Senegal	66	71	Left	1	3	2
S. Freis	33	182.88	78	LM,ST	Germany	66	66	Right	1	3	2
Edenildo Lagoas	31	154.94	74.8	RB,CB	Brazil	66	66	Right	1	3	2
J. Dodoo	23	182.88	69.9	ST,RM	Ghana	66	75	Right	1	3	3
P. van Ooijen	27	152.4	74.8	CM,RW	Netherlands	66	67	Right	1	5	3
L. BroÅº	33	154.94	73.9	RB	Poland	66	66	Right	1	3	3
M. SchrÃ¶ter	23	182.88	74.8	RB,RM	Germany	66	72	Right	1	3	3
N. Jackers	21	187.96	79.8	GK	Belgium	66	75	Right	1	2	1
M. Uhre	24	187.96	88.9	ST	Denmark	66	72	Right	1	4	2
S. Scannell	28	175.26	73	RM	Republic of Ireland	66	66	Right	1	2	3
G. Britos	29	175.26	66.2	ST	Argentina	66	66	Right	1	3	2
Klauss	22	190.5	84.8	ST	Brazil	66	72	Right	1	3	3
M. Hallberg	23	154.94	68	CM,LM	Sweden	66	73	Right	1	3	2
F. Woodman	22	190.5	83	GK	England	66	80	Right	1	2	1
J. Sandoval	31	152.4	77.1	RB	Uruguay	66	66	Right	1	3	2
Joca	23	167.64	63	CAM,RW	Portugal	66	72	Right	1	3	3
Lim Chan Wool	24	175.26	71.2	RW,CAM	Korea Republic	66	72	Right	1	3	3
Botelhinonsa	31	182.88	76.2	RB	Brazil	66	66	Right	1	3	2
R. Hollingshead	27	185.42	82.1	LB,RB,RM,LM	United States	66	67	Right	1	4	3
Nazario Serpe	27	152.4	77.1	CDM,CB	Brazil	66	66	Right	1	3	2
B. Whiteman	22	185.42	68	CDM,CM,RM	England	66	71	Right	1	3	3
J. Tanaka	31	154.94	74.8	LM,ST	Japan	66	66	Left	1	4	3
Mica Pinto	25	175.26	77.1	LB	Portugal	66	68	Left	1	3	3
J. Graham	24	182.88	73	LM,RM	England	66	71	Right	1	5	4
W. Thomas	32	154.94	76.2	ST	England	66	66	Right	1	4	2
M. N'Doye	27	175.26	67.1	CM,CDM	Senegal	66	67	Right	1	2	3
O. KÃ¶kÃ§Ã¼	18	154.94	69.9	CAM,CM	Netherlands	66	82	Right	1	4	3
T. van de Looi	19	154.94	74.8	CDM,CM	Netherlands	66	78	Right	1	3	3
Rui Silva	22	152.4	68	RB	Portugal	66	76	Right	1	3	3
M. Milec	27	175.26	68.9	RB	Slovenia	66	67	Right	1	3	2
P. MÃ¶schl	26	175.26	68	RW,RM,LM	Austria	66	68	Right	1	3	3
B. Halloran	26	182.88	77.1	RW,CAM	Australia	66	67	Right	1	3	3
M. Nizam	28	182.88	73.9	LB,CB	Turkey	66	66	Left	1	2	3
E. Domaschke	33	187.96	86.2	GK	Germany	66	66	Right	1	2	1
L. Angulo	23	170.18	69.9	CM	Colombia	66	73	Right	1	3	3
C. Gomes	18	154.94	69.9	CDM,CM	France	66	81	Right	1	3	2
L. Reis	18	152.4	74.8	CM,CDM	Netherlands	66	79	Right	1	3	3
Narcisso Mau	31	152.4	72.1	LB,RB	Brazil	66	66	Right	1	4	2
L. NarvÃ¡ez	34	152.4	82.1	CDM	Colombia	66	66	Right	1	3	2
N. DeLeon	28	152.4	77.1	RM,LM,RB,LB	United States	66	66	Right	1	4	3
D. Christensen	30	172.72	76.2	LB,LM	Denmark	66	66	Left	1	3	2
J. Mackie	33	172.72	71.2	ST	Scotland	66	66	Right	1	3	2
E. Kayembe	20	154.94	79.8	CDM,CM,LM,CAM	DR Congo	66	78	Left	1	3	3
M. Tacalfred	37	175.26	78	CB	France	66	66	Right	1	2	2
You Ju An	20	175.26	68.9	ST,RW	Korea Republic	66	74	Right	1	3	2
S. Lizana	26	167.64	68	CAM,RM	Chile	66	67	Right	1	3	3
F. Casarini	29	152.4	73.9	CM,CDM	Italy	66	66	Right	1	3	3
D. Mungo	26	175.26	68	CM,CAM,CDM	Italy	66	68	Right	1	3	3
Morillas	32	185.42	74.8	CB,LB,LWB	Spain	66	66	Left	1	2	2
S. Suciu	28	182.88	76.2	CM,CDM	Romania	66	66	Right	1	3	2
J. Brayford	31	172.72	71.2	RB,CB	England	66	66	Right	1	3	2
Sergio LÃ³pez	19	152.4	66.2	RB	Spain	66	82	Right	1	3	3
E. Galekovic	37	187.96	91.2	GK	Australia	66	66	Right	1	2	1
K. Pedersen	26	185.42	74.8	CB	Denmark	66	71	Right	1	3	2
S. Nieuwpoort	25	187.96	72.1	CB,RB	Netherlands	66	69	Right	1	3	2
S. N'Guessan	24	165.1	64.9	CM,CDM	Ivory Coast	66	72	Right	1	3	3
E. Hooi	27	170.18	60.8	LW	Curacao	66	66	Right	1	3	3
A. Fuenmayor	22	182.88	79.8	CB	Venezuela	66	75	Right	1	3	2
F. Flecker	23	172.72	69.9	RM,RW,LW	Austria	66	72	Right	1	3	3
C. Vargas	20	175.26	76.2	LB,CB	Mexico	66	76	Left	1	3	2
R. Goreux	31	175.26	73	RB	Haiti	66	66	Right	1	4	3
J. Kliment	25	185.42	78	ST	Czech Republic	66	70	Right	1	3	3
J. Hardeveld	24	182.88	74.8	CB,LB	Netherlands	66	70	Left	1	3	2
Jailson Acuna	31	187.96	84.8	GK	Brazil	66	66	Right	1	2	1
E. Lancini	24	187.96	78.9	CB	Italy	66	71	Right	1	2	2
N. DatkoviÄ‡	25	187.96	83	CB	Croatia	66	70	Right	1	2	2
S. Sharahili	28	175.26	68	CDM,CM,RM,RB	Saudi Arabia	66	66	Right	1	3	3
M. Mak	27	175.26	64	RM	Poland	66	66	Right	1	4	3
C. Doudin	32	182.88	79.8	CAM,CM	Switzerland	66	66	Right	1	3	3
J. Helmer	21	154.94	72.1	LW,CAM	Netherlands	66	75	Right	1	3	3
I. Mhirsi	25	152.4	69.9	LM,CAM	Tunisia	66	69	Right	1	3	3
M. CrÃ©peau	24	154.94	89.8	GK	Canada	66	72	Right	1	2	1
A. Al Fraidi	31	175.26	77.1	CAM,CM,RM	Saudi Arabia	66	66	Right	1	4	4
P. Micin	20	187.96	71.2	RW,ST,LW	Serbia	66	83	Right	1	3	3
E. Mwepu	21	182.88	77.1	CM,CAM,RM,CDM	Zambia	66	77	Right	1	3	3
J. Amon	19	175.26	71.2	LW	United States	66	79	Right	1	3	3
M. Wassey	30	187.96	78.9	CM	Canada	66	66	Left	1	3	3
N. Opoku	21	190.5	78	CB	Ghana	66	80	Right	1	4	2
K. Kallaste	30	182.88	79.8	LB	Estonia	66	66	Left	1	3	2
M. Lorenz	30	182.88	74.8	LM	Germany	66	66	Left	1	3	3
P. De la Vega	18	152.4	69.9	LW,RW	Argentina	66	84	Right	1	3	3
D. Jastrzembski	19	175.26	77.1	LW,LM,CAM	Germany	66	84	Left	1	3	3
MartÃ­nez	26	187.96	79.8	CB	Spain	66	71	Left	1	3	2
Beto da Silva	22	154.94	78.9	LW,RW	Peru	66	76	Right	1	3	3
M. DelaÄ	26	190.5	79.8	GK	Croatia	66	67	Right	1	2	1
N. VujadinoviÄ‡	32	190.5	82.1	CB	Montenegro	66	66	Left	1	3	2
O. Wijndal	19	175.26	64.9	LB	Netherlands	66	80	Left	1	2	3
L. Sinisterra	19	152.4	69.9	RW,LW	Colombia	66	79	Right	1	2	3
C. Dieng	25	154.94	66.2	LM,RM,ST	Senegal	66	69	Right	1	3	3
Kim Sung Ju	28	152.4	72.1	CM,LB	Korea Republic	66	66	Left	1	3	3
Son Jeong Hyeon	27	190.5	88	GK	Korea Republic	66	70	Left	1	3	1
Pak Kwang Ryong	26	187.96	83	ST	Korea DPR	66	67	Right	1	3	2
M. Piossek	29	175.26	73	RM,CAM,LM	Poland	66	66	Right	1	4	3
A. Mintzel	37	154.94	78.9	LB	Germany	66	66	Left	1	3	2
M. Tandjigora	28	172.72	68	CDM,CM	Gabon	66	66	Right	1	3	2
Escriche	20	182.88	74.8	ST	Spain	66	76	Right	1	3	2
M. Legittimo	29	182.88	76.2	CB,LB	Italy	66	66	Left	1	3	2
D. Gustavsson	28	152.4	73	RM,LM,RB	Sweden	66	66	Right	1	3	3
F. Narsingh	30	175.26	74.8	RW	Netherlands	66	66	Right	1	5	3
B. Barker	22	154.94	67.1	LM	England	66	73	Right	1	4	3
F. Holst	24	175.26	71.2	RB	Denmark	66	70	Right	1	3	2
N. Dumitru	27	182.88	76.2	LM,LW,RW,ST	Italy	66	66	Right	1	3	2
G. Vlijter	22	152.4	72.1	LW,RW	Suriname	66	72	Left	1	4	3
B. Rovira	22	152.4	78	CDM	Colombia	66	79	Right	1	3	2
Sun Jie	27	190.5	88	CB	China PR	66	69	Right	1	3	2
C. Lenz	24	154.94	78.9	LB	Germany	66	72	Left	1	3	3
T. Thiele	27	187.96	83.9	ST	Germany	66	66	Right	1	3	2
B. Inman	27	185.42	78.9	LM,CAM	Australia	66	66	Right	1	3	3
Miranda	19	185.42	76.2	LB,CB	Spain	66	81	Left	1	3	2
A. Al Obaid	25	170.18	64	LB	Saudi Arabia	66	70	Left	1	3	2
Pedro Chirivella	21	152.4	66.2	CM,CDM	Spain	66	75	Right	1	3	3
M. Ã˜degaard	25	185.42	79.8	CB	Norway	66	71	Right	1	3	2
F. RodrÃ­guez	37	190.5	89.8	CB	Mexico	66	66	Right	2	3	2
A. Al Ghamdi	24	175.26	69.9	RM,ST,CAM	Saudi Arabia	66	72	Left	1	3	3
N. Larsen	28	190.5	83	GK	Denmark	66	69	Right	1	3	1
J. Wildsmith	23	182.88	64.9	GK	England	66	76	Right	1	3	1
M. Ihiekwe	26	185.42	81.2	CB	England	66	68	Right	1	3	2
D. Pedersen	26	185.42	73.9	CDM,CM	Denmark	66	70	Right	1	3	2
G. Acosta	26	165.1	64	LM,LW	Mexico	66	67	Left	1	3	3
J. Goossens	30	175.26	77.1	CAM,LW	Netherlands	66	66	Left	1	3	3
HÃ©ctor VerdÃ©s	34	185.42	79.8	CB	Spain	66	66	Right	1	3	2
D. Dianessy	22	182.88	73	CAM	France	66	73	Left	1	4	3
Rafa PÃ¡ez	24	193.04	79.8	CB	Spain	66	71	Right	1	3	2
V. Yurchenko	25	154.94	73.9	CM,CAM	Ukraine	66	70	Right	1	3	3
K. Vassell	26	182.88	78	ST	Northern Ireland	66	69	Right	1	5	2
M. MiriÄ‡	31	193.04	81.2	ST,RM	Serbia	66	66	Right	1	3	3
Y. Takahashi	33	170.18	67.1	CDM	Japan	66	66	Right	1	4	2
H. Okuno	29	170.18	67.1	CM,CF	Japan	66	66	Right	1	3	3
Gaspar	21	170.18	62.1	LM,RM	Spain	66	74	Left	1	3	3
F. Olinga	22	152.4	68	LM,RM	Cameroon	66	73	Right	1	3	3
A. Forde	25	154.94	82.1	RM,LM	Republic of Ireland	66	69	Right	1	3	3
Z. Flemming	20	182.88	83.9	CAM,ST	Netherlands	66	78	Right	1	3	3
T. Thompson	23	170.18	64.9	RM,CM	United States	66	70	Right	1	2	3
P. JaroszyÅ„ski	24	182.88	83	LB	Poland	66	71	Left	1	3	2
V. Dragomir	19	152.4	67.1	CM,CAM	Romania	66	83	Left	1	3	3
F. Nordkvelle	33	154.94	78.9	CM	Norway	66	66	Right	1	3	3
B. Santalab	36	172.72	72.1	ST	Australia	66	66	Right	1	4	2
R. Feltscher	28	182.88	89.8	RB,CB,LB	Venezuela	66	66	Right	1	3	2
C. Kum	33	182.88	71.2	RB,CB	Germany	66	66	Right	1	4	2
M. Zambelli	33	182.88	77.1	RM,RB	Italy	66	66	Right	1	3	3
F. Strauss	24	195.58	83.9	CB	Austria	66	71	Right	1	3	2
P. Barrios	28	154.94	82.1	CB,RB	Argentina	66	68	Right	1	3	2
A. Durante	36	182.88	74.8	CB	New Zealand	66	66	Right	1	3	2
E. Atuesta	21	154.94	71.2	CM,CDM	Colombia	66	80	Right	1	4	2
Y. Toyoda	33	185.42	78.9	ST	Japan	66	66	Right	1	4	2
D. Toia	26	172.72	74.8	LB	United States	66	68	Left	1	2	2
M. Crimi	28	152.4	66.2	CM,CDM	Italy	66	66	Right	1	4	2
D. Okereke	21	182.88	74.8	ST,RW	Nigeria	66	78	Right	1	3	3
Ãlex LÃ³pez	25	187.96	74.8	ST	Spain	66	71	Left	1	3	3
W. Saliba	17	193.04	84.8	CB	France	66	80	Right	1	3	2
K. Dabila	22	182.88	79.8	CB,RB	Ivory Coast	66	76	Right	1	3	2
K. Rodrigues Pires	27	170.18	59.9	CM	Portugal	66	67	Left	1	3	3
B. Sadik	32	193.04	83	ST	Finland	66	66	Right	1	4	2
M. Gelabert	37	175.26	72.1	CM,CDM	Argentina	66	66	Right	1	3	3
W. Creavalle	28	182.88	69.9	CDM	Guyana	66	67	Right	1	3	2
J. LotiÃ¨s	34	190.5	83	CB	France	66	66	Right	1	3	2
S. Carrasco	30	154.94	74.8	CDM,CM	United States	66	66	Right	1	3	2
M. Sordell	28	152.4	81.2	RM,ST	England	66	66	Right	1	3	3
JosÃ© Carlos	22	182.88	74.8	CB,LB	Spain	66	76	Left	1	3	2
D. de Wit	21	182.88	74.8	CM,CAM	Netherlands	66	75	Right	1	3	3
M. Heyer	23	182.88	76.2	CB,CDM	Germany	66	72	Right	1	4	2
F. Pereyra	30	185.42	82.1	CB	Argentina	66	66	Right	1	2	2
O. Bogle	25	190.5	79.8	ST	England	66	70	Left	1	5	3
P. Ghiglione	22	187.96	79.8	RM,RB	Italy	66	76	Right	1	2	3
T. McNamara	28	175.26	77.1	LW,CM	United States	66	66	Right	1	3	3
H. Mojica	26	167.64	67.1	CAM	Colombia	66	69	Left	1	3	4
S. Wootton	27	187.96	78	CB	England	66	69	Right	1	3	2
A. Bannink	29	185.42	74.8	RM,CM	Netherlands	66	66	Right	1	3	3
M. Kuciak	36	182.88	92.1	GK	Slovakia	67	67	Right	1	3	1
L. Mago	24	182.88	78.9	LB	Venezuela	67	70	Left	1	2	2
H. Abe	20	170.18	64.9	LM,RM	Japan	67	80	Right	1	3	3
G. Hein	22	170.18	64.9	RW,RM,LM	France	67	73	Left	1	3	3
Lazo	23	152.4	68.9	LM,LW	Spain	67	75	Left	1	3	3
E. Bonifacio	24	170.18	64.9	RB,RWB,RM	Argentina	67	74	Right	1	3	2
D. Mitchell	22	154.94	71.2	LB,LM,LWB,RM	England	67	78	Left	1	2	3
D. Braaten	36	182.88	93.9	RM,LM	Norway	67	67	Right	1	4	3
Borja GalÃ¡n	25	182.88	76.2	LM	Spain	67	69	Right	1	2	3
C. Lizarazo	27	170.18	67.1	CAM,LM,CDM	Colombia	67	67	Left	1	3	3
Rober Correa	26	182.88	77.1	RB	Spain	67	70	Right	1	3	2
Lee Chang Geun	25	185.42	74.8	GK	Korea Republic	67	73	Right	1	3	1
D. Bulthuis	28	190.5	88	CB,LB	Netherlands	67	67	Left	1	3	2
Kim Oh Gyu	29	182.88	69.9	CB	Korea Republic	67	67	Right	1	3	2
S. FÃ¼rstner	31	152.4	73.9	CDM,CM	Germany	67	67	Right	1	4	2
Chus Herrero	35	182.88	74.8	CB	Spain	67	67	Right	1	3	2
Gu Sung Yun	24	195.58	82.1	GK	Korea Republic	67	70	Right	1	2	1
J. Martinez	22	175.26	71.2	CM,RM,LM	Chile	67	74	Right	1	3	3
L. Comas	24	172.72	67.1	RW,RM	Argentina	67	73	Right	1	3	2
C. Burke	35	175.26	68	RM	Scotland	67	67	Right	1	4	3
R. Meara	28	193.04	83.9	GK	Republic of Ireland	67	70	Right	1	3	1
H. Jimenez	30	175.26	66.2	LB,RB	United States	67	67	Right	1	3	3
L. Brattan	29	175.26	64.9	CDM,CM	Australia	67	67	Right	1	3	3
H. MiliÄ‡	29	182.88	73.9	LB,LM	Croatia	67	67	Left	1	1	3
Javi SÃ¡nchez	21	187.96	77.1	CB	Spain	67	79	Right	1	3	2
M. GÃ³mez	20	170.18	64.9	LM,LW	Argentina	67	79	Right	1	3	3
A. Grant	31	154.94	71.2	CDM,CM	England	67	67	Right	1	3	2
M. Endres	28	187.96	83	CB	Germany	67	68	Right	1	2	2
K. KamiÅ„ski	28	190.5	82.1	GK	Poland	67	69	Right	1	3	1
N. Ramos	37	187.96	83	GK	Colombia	67	67	Left	1	3	1
P. Kammerbauer	22	175.26	73.9	CDM,RB	Germany	67	75	Right	1	4	3
G. Hamer	21	167.64	60.8	CM,CDM	Netherlands	67	76	Right	1	4	3
R. McCrorie	20	190.5	79.8	CDM,CB,RB	Scotland	67	82	Right	1	3	2
M. ÄŒovilo	32	193.04	87.1	CDM,CB	Serbia	67	67	Right	1	2	2
R. Costa	26	190.5	86.2	ST	Argentina	67	70	Left	1	3	3
N. Aoyama	32	182.88	74.8	CB	Japan	67	67	Right	1	3	2
M. Figueroa	35	154.94	84.8	LB,CB	Honduras	67	67	Left	2	2	2
M. El Hankouri	21	175.26	69.9	LM	Morocco	67	74	Right	1	4	4
V. RodiÄ‡	25	175.26	73.9	RM,LM	Montenegro	67	70	Right	1	3	3
B. Sweat	27	187.96	78.9	LB	United States	67	68	Left	1	2	3
F. Manzano	25	172.72	71.2	CDM,CM	Chile	67	74	Right	1	3	2
Iban Salvador	23	172.72	72.1	CAM,ST,RM,LM	Equatorial Guinea	67	76	Left	1	3	3
M. Jarvis	32	170.18	72.1	LM	England	67	67	Right	1	4	3
D. Dos Santos	22	175.26	68.9	LW	Netherlands	67	72	Right	1	3	4
Ilsinho	33	152.4	84.8	RM,RW,CAM	Brazil	67	67	Right	1	3	5
Cleylton	25	190.5	89.8	CB	Brazil	67	71	Right	1	2	2
M. Mancosu	30	154.94	77.1	CAM,CM	Italy	67	67	Right	1	3	3
A. Bruce	34	154.94	81.2	CB	Northern Ireland	67	67	Right	1	2	2
K. Nagasawa	27	172.72	68	CM,RM,LM	Japan	67	67	Right	1	4	3
R. Ruiter	31	195.58	82.1	GK	Netherlands	67	67	Right	1	2	1
D. Nikolaou	20	190.5	92.1	CB	Greece	67	77	Left	1	2	2
